grant_num,funder,prj_name,website,loc_notes,y_coord,x_coord,strt_date,end_date,completed,prj_desc,rest_activity,icon,map_icon
wwri.46,POINT (-122.54335 43.14275),0811-E-OR-WF,Partnership for the Umpqua Rivers,Upper South Umpqua River Restoration Phase 2,http://www.umpquarivers.org/,,43.14275,-122.54335,6/21/2008,9/30/2011,1,"""This grant provided funding for Phase 2 of the Upper South Umpqua Instream Rest","""Instream Large Wood Placement, Instream Log Jam Placement, Instream Rootwad Pla",Instream Restoration,2
wwri.47,POINT (-124.027 43.99),1009-E-OR-N,McKenzie River Trust,Waite Ranch Tidal Wetland Restoration Project,http://mckenzieriver.org/,,43.99,-124.027,5/19/2010,9/30/2011,1,"""The Waite Ranch Tidal Wetland Restoration Project will lead to restoration of 2","""Assessment, Planning, or Design; Baseline or Project Monitoring""",Instream Restoration,2
wwri.48,POINT (-124.027 43.99),1104-E-OR-N,McKenzie River Trust,Waite Ranch Tidal Wetland Restoration Project Phase 2,http://mckenzieriver.org/,,43.99,-124.027,12/1/2011,12/1/2013,0,"""The Waite Ranch Tidal Wetland Restoration Project will lead to restoration of 2","""Assessment, Planning, or Design; Baseline or Project Monitoring""",Instream Restoration,2
wwri.49,POINT (-123.844328 45.582989),1019-E-OR-W,Tillamook Bay Watershed Council,Waldron Creek Enhancement Project,http://www.tillamookbaywatershedcouncil.net/,,45.582989,-123.844328,5/3/2010,5/31/2011,1,"""The Waldron Creek Enhancement Project replaced a 25-foot concrete bridge that w","""Culvert Replacement, Instream Log Jam Placement""",Instream Restoration,2
wwri.50,POINT (-123.340767 42.183052),1021-E-OR-WFB,Williams Creek Watershed Council,West Fork Williams Stream Restoration,http://williamswatershed.org/,,42.183052,-123.340767,8/2/2010,12/31/2011,0,"""Funding provided to the West Fork Williams Creek Project assisted instream rest","""Instream Boulder Placement, Instream Large Wood Placement, Instream Log Jam Pla",Instream Restoration,2
wwri.51,POINT (-118.438303 44.796108),1013-E-OR-F,North Fork John Day Watershed Council,Granite Creek Riparian Revegetation Project,http://www.nfjdwc.org/,,44.796108,-118.438303,7/7/2010,12/31/2011,0,"""The Granite Riparian Revegetation Project provides riparian re-vegetation and n","""Riparian Planting and Revegetation, Riparian Plant Removal or Control, Upland P",Riparian Restoration,3
wwri.52,POINT (-121.545095 48.331584),1018-E-WA-F,Skagit River System Cooperative,Queensgate Floodplain and Riparian Restoration,http://www.skagitcoop.org/,,48.331584,-121.545095,6/15/2010,12/31/2012,0,"""The Queensgate Floodplain and Riparian Restoration Project restored and enhance","""Road Decommissioned or Closed, Culvert Removal, Thinning, Riparian Planting and",Riparian Restoration,3
wwri.53,POINT (-123.256264 42.230854),0808-E-OR-NWF,Stream Restoration Alliance of the Middle Rogue,Riparian Restoration & Stewardship Project,http://www.sramiddlerogue.org/,,42.230854,-123.256264,4/20/2009,9/30/2011,1,Grant funding provided to The Middle Rogue Watershed Council's Riparian Stewards,"""Riparian Planting and Revegetation, Riparian Plant Removal or Control, Communit",Riparian Restoration,3
wwri.54,POINT (-121.937019 45.272324),1111-E-OR-WF,Sandy River Basin Watershed Council,Salmon River & Still Creek Riparian Restoration,http://www.sandyriver.org/,,45.272324,-121.937019,8/2/2011,7/31/2013,0,"""This project will restore degraded campsite areas near a decommissioned road in","""Dispersed Campgrounds Decommissioned, Riparian Planting and Revegetation, Instr",Riparian Restoration,3
wwri.55,POINT (-121.949453 45.315606),0908-E-OR-F,Sandy River Basin Watershed Council,Salmon River Side Channel Revegetation,http://www.sandyriver.org/,,45.315606,-121.949453,8/18/2009,5/31/2011,1,"""Grant funds supported revegetation of Salmon River historic side channels that","""Riparian Planting and Revegetation, Riparian Plant Removal or Control, Communit",Riparian Restoration,3
wwri.56,POINT (-122.819206 47.882933),1014-E-WA-N,Northwest Watershed Institute,Tarboo Creek Stream and Wetland Restoration,http://nwwatershed.org/,GOOD-NEED CARTOGRAPHIC AIDE,47.882933,-122.819206,4/24/2010,3/30/2011,1,"""The Tarboo Creek Stream and Wetland Restoration Project restored a ditched trib","""Wetland Enhancement, Wetland Restoration, Instream Large Wood Placement, Ripari",Riparian Restoration,3
wwri.57,POINT (-121.347179 48.283796),1017-E-WA-N,Skagit Fisheries Enhancement Group,Upper Skagit Invasive Plant Control Project,http://www.skagitfisheries.org/,moved in GIS-not in LAT LONG DONE,48.283796,-121.347179,5/3/2010,12/31/2011,0,"""The Upper Skagit Invasive Plant Control Project is an ongoing effort to control","""Riparian Plant Removal or Control, Baseline or Project Monitoring""",Riparian Restoration,3
wwri.58,POINT (-121.42 48.37),0813-E-WA-NF,Skagit River System Cooperative,Big Creek Road Restoration,http://www.skagitcoop.org/,,48.37,-121.42,7/2/2008,10/31/2011,1,"""Grant funding to the Big Creek Sediment Reduction assisted the decommissioning","""Road Decommissioned or Closed, Culvert Removal, Road Drainage Improvements, Rip",Sediment Reduction,4
wwri.59,POINT (-120.136403 48.747406),1113-E-WA-F,The Wilderness Society,Chewuch Transportation Plan & Collaboration,http://wilderness.org/,,48.747406,-120.136403,6/27/2011,4/30/2013,0,"""The Wilderness Society (TWS) and the Forest Service's Methow Valley Ranger Dist","""Community Engagement; Assessment, Planning, or Design""",Sediment Reduction,4
wwri.60,POINT (-121.98495 46.171331),0903-E-WA-NF,Gifford Pinchot Task Force,Clear Lewis Road Removal,http://www.gptaskforce.org/,,46.171331,-121.98495,4/29/2009,12/31/2010,1,"""This grant contributed to The Clear-Lewis Road Removal Project, which removed 7","""Road Decommissioned or Closed, Road Drainage Improvements, Culvert Removal, Str",Sediment Reduction,4
wwri.61,POINT (-124.029028 43.842108),1112-E-OR-WF,Siuslaw Institute,Fivemile Bell Restoration Phase I,http://www.siuslawinstitute.org/,,43.842108,-124.029028,9/18/2011,8/31/2013,0,"""The Fivemile Bell Restoration Project is a planned 10-year phased restoration p","""Road Decommissioned or Closed, Road Drainage Improvements, Culvert Removal, Ins",Sediment Reduction,4
wwri.62,POINT (-123.413048 42.110897),1110-E-OR-F,Pacific Rivers Council,Stormproofing Sucker Creek,http://pacificrivers.org/,Place in centroid of Sucker Creek FWTRSHD,42.110897,-123.413048,6/27/2011,4/30/2013,0,"""The long-term goal of this project is to reduce road-related sedimentation and","""Assessment, Planning, or Design; Baseline or Project Monitoring; Community Enga",Sediment Reduction,4
wwri.63,POINT (-123.47049 42.102661),0907-E-OR-NF,Pacific Rivers Council,Sucker Creek Sediment Reduction,http://pacificrivers.org/,,42.102661,-123.47049,4/24/2009,12/31/2010,1,"""This grant provided funding for The Greyback Creek Sediment Source Assessment a","""Assessment, Planning, or Design; Community Engagement; Baseline or Project Moni",Sediment Reduction,4
wwri.64,POINT (-121.37 48.32),0814-E-WA-F,Skagit River System Cooperative,Tenas Creek Road Restoration,http://www.skagitcoop.org/,,48.32,-121.37,10/13/2008,11/12/2009,1,Funding to the Tenas Creek Sediment Reduction Project resulted in upgrading 4.1,"""Road Decommissioned or Closed, Culvert Removal, Road Drainage Improvements, Rip",Sediment Reduction,4
wwri.65,POINT (-119.510262 44.997517),1109-E-OR-WF,North Fork John Day Watershed Council,Wall Creek Watershed Riparian  Restoration,http://www.nfjdwc.org/,ADDED xy,44.997517,-119.510262,8/8/2011,7/31/2013,0,"""This project will improve water quality and fish and wildlife habitat in the wa","""Road Decommissioned or Closed, Culvert Removal, Riparian Planting and Revegetat",Sediment Reduction,4
